"CIK","COMPANY_NAME","FORM_TYPE","DATE_FILED","EDGAR_LINK","QUARTER","TICKER","SIC","EXCHANGE","HITS","YEAR"
79661,"PORTSMOUTH SQUARE INC","10-K","2013-09-18","edgar/data/79661/0001144204-13-051349.txt",3,"PRSI","6552","OTC","0",2013
798359,"INVESTORS REAL ESTATE TRUST","10-K","2013-07-01","edgar/data/798359/0000798359-13-000065.txt",3,"IRET","6798","NYSE","0",2013
799729,"PAREXEL INTERNATIONAL CORP","10-K","2013-08-22","edgar/data/799729/0000799729-13-000035.txt",3,"PRXL","8731","NASDAQ","1",2013
800286,"SED INTERNATIONAL HOLDINGS INC","10-K","2013-09-30","edgar/data/800286/0001144204-13-053095.txt",3,"SED","5045","NYSE MKT","0",2013
800459,"HARMAN INTERNATIONAL INDUSTRIES INC  DE ","10-K","2013-08-09","edgar/data/800459/0001193125-13-329239.txt",3,"HAR","3651","NYSE","1",2013
803016,"CALIFORNIA FIRST NATIONAL BANCORP","10-K","2013-09-27","edgar/data/803016/0001171843-13-003827.txt",3,"CFNB","6021","NASDAQ","1",2013
803647,"VERSAR INC","10-K","2013-09-12","edgar/data/803647/0001144204-13-050538.txt",3,"VSR","8711","NYSE MKT","0",2013
80424,"PROCTER   GAMBLE Co","10-K","2013-08-08","edgar/data/80424/0000080424-13-000063.txt",3,"PG","2840","NYSE","6",2013
806592,"SUNWIN STEVIA INTERNATIONAL  INC ","10-K","2013-08-02","edgar/data/806592/0001448788-13-000145.txt",3,"SUWN","2834","OTC","0",2013
811212,"THERMOGENESIS CORP","10-K","2013-09-04","edgar/data/811212/0001140361-13-034895.txt",3,"KOOL","3821","NASDAQ","2",2013
811831,"NORTHEAST BANCORP  ME ","10-K","2013-09-27","edgar/data/811831/0001104659-13-072680.txt",3,"NBN","6022","NASDAQ","1",2013
812011,"VAIL RESORTS INC","10-K","2013-09-27","edgar/data/812011/0000812011-13-000029.txt",3,"MTN","7990","NYSE","0",2013
812306,"PROCYON CORP","10-K","2013-09-30","edgar/data/812306/0001000096-13-000123.txt",3,"PCYN","2834","OTC","0",2013
814904,"GOLDEN RIVER RESOURCES CORP ","10-K","2013-09-27","edgar/data/814904/0001157523-13-004541.txt",3,"GORV","1000","OTC","1",2013
817720,"SYNAPTICS INC","10-K","2013-08-19","edgar/data/817720/0001193125-13-339377.txt",3,"SYNA","7371","NASDAQ","1",2013
820096,"PERRIGO CO","10-K","2013-08-15","edgar/data/820096/0000820096-13-000011.txt",3,"PRGO","2834","NYSE","0",2013
820318,"II VI INC","10-K","2013-08-28","edgar/data/820318/0001193125-13-350423.txt",3,"IIVI","3827","NASDAQ","1",2013
820738,"TigerLogic CORP","10-K","2013-07-11","edgar/data/820738/0001104659-13-054083.txt",3,"TIGR","7372","NASDAQ","1",2013
820771,"Goliath Film   Media Holdings","10-K","2013-08-14","edgar/data/820771/0001524829-13-000061.txt",3,"CADTD","7389","","0",2013
825322,"MPHASE TECHNOLOGIES INC","10-K","2013-09-30","edgar/data/825322/0001213900-13-005438.txt",3,"XDSL","3690","OTC","0",2013
82628,"SYMMETRICOM INC","10-K","2013-09-11","edgar/data/82628/0001193125-13-364170.txt",3,"SYMM","3661","NASDAQ","0",2013
826773,"UniTek Global Services  Inc ","10-K","2013-08-12","edgar/data/826773/0001104659-13-062460.txt",3,"UNTK","4812","NASDAQ","0",2013
832488,"MAM SOFTWARE GROUP  INC ","10-K","2013-09-25","edgar/data/832488/0001144204-13-052251.txt",3,"MAMS","7372","NASDAQ","1",2013
835662,"MERCARI COMMUNICATIONS GROUP LTD","10-K","2013-08-21","edgar/data/835662/0001079973-13-000526.txt",3,"MCAR","8200","OTC","0",2013
836564,"PATRIOT SCIENTIFIC CORP","10-K","2013-08-23","edgar/data/836564/0001019687-13-003304.txt",3,"PTSC","6794","OTC","0",2013
84112,"RISK GEORGE INDUSTRIES INC","10-K","2013-08-14","edgar/data/84112/0000084112-13-000011.txt",3,"RSKIA","3669","OTC","0",2013
842023,"TECHNE CORP  MN ","10-K","2013-08-29","edgar/data/842023/0001193125-13-351961.txt",3,"TECH","2836","NASDAQ","1",2013
847464,"China YCT International Group  Inc ","10-K","2013-07-01","edgar/data/847464/0001144204-13-037466.txt",3,"CYIG","2834","OTC","0",2013
849146,"Lifevantage Corp","10-K","2013-09-12","edgar/data/849146/0000849146-13-000013.txt",3,"LFVN","2834","NASDAQ","1",2013
851726,"Santa Fe Gold CORP","10-K","2013-09-30","edgar/data/851726/0001062993-13-004849.txt",3,"AZMNE","1000","","0",2013
852437,"RAND WORLDWIDE INC","10-K","2013-09-30","edgar/data/852437/0001193125-13-383456.txt",3,"AVSO","7372","NYSE MKT","0",2013
852564,"UNILENS VISION INC","10-K","2013-09-30","edgar/data/852564/0001513162-13-000712.txt",3,"UVIC","3851","OTC","0",2013
85535,"ROYAL GOLD INC","10-K","2013-08-08","edgar/data/85535/0001047469-13-008238.txt",3,"RGLD","6795","NASDAQ","3",2013
855654,"IMMUNOGEN INC","10-K","2013-08-29","edgar/data/855654/0001047469-13-008741.txt",3,"IMGN","2834","NASDAQ","1",2013
857949,"China Green Agriculture  Inc ","10-K","2013-09-12","edgar/data/857949/0001144204-13-050514.txt",3,"CGAG","2870","NYSE","2",2013
858877,"CISCO SYSTEMS  INC ","10-K","2013-09-10","edgar/data/858877/0000858877-13-000049.txt",3,"CSCO","3576","NASDAQ","12",2013
862651,"Investview  Inc ","10-K","2013-07-01","edgar/data/862651/0001144204-13-037454.txt",3,"GISV","7389","","0",2013
862668,"ESCALON MEDICAL CORP","10-K","2013-09-20","edgar/data/862668/0000862668-13-000011.txt",3,"ESMC","3845","NASDAQ","1",2013
863015,"ISLE OF CAPRI CASINOS INC","10-K","2013-07-02","edgar/data/863015/0001047469-13-007339.txt",3,"ISLE","7011","NASDAQ","1",2013
865415,"ADEPT TECHNOLOGY INC","10-K","2013-09-20","edgar/data/865415/0000865415-13-000037.txt",3,"ADEP","3559","NASDAQ","4",2013
865941,"CELADON GROUP INC","10-K","2013-09-13","edgar/data/865941/0001008886-13-000085.txt",3,"CGI","4213","NYSE","1",2013
866273,"MATRIX SERVICE CO","10-K","2013-09-06","edgar/data/866273/0000866273-13-000057.txt",3,"MTRX","1700","NASDAQ","1",2013
866729,"SCHOLASTIC CORP","10-K","2013-07-29","edgar/data/866729/0000930413-13-003986.txt",3,"SCHL","2731","NASDAQ","1",2013
8670,"AUTOMATIC DATA PROCESSING INC","10-K","2013-08-19","edgar/data/8670/0000008670-13-000015.txt",3,"ADP","7374","NASDAQ","5",2013
86759,"SANTA FE FINANCIAL CORP","10-K","2013-09-18","edgar/data/86759/0001144204-13-051352.txt",3,"SFEF","6500","OTC","0",2013
867840,"PRECISION OPTICS Corp INC","10-K","2013-09-30","edgar/data/867840/0001019687-13-003747.txt",3,"POCI","3845","","0",2013
869487,"TANDY BRANDS ACCESSORIES INC","10-K","2013-09-27","edgar/data/869487/0001171843-13-003836.txt",3,"TBAC","2300","NASDAQ","0",2013
869986,"ADVANCED PHOTONIX INC","10-K","2013-07-01","edgar/data/869986/0001157523-13-003226.txt",3,"API","3674","NYSE MKT","0",2013
874710,"ALLIED HEALTHCARE PRODUCTS INC","10-K","2013-09-27","edgar/data/874710/0001144204-13-052878.txt",3,"AHPI","3842","NASDAQ","1",2013
875729,"BION ENVIRONMENTAL TECHNOLOGIES INC","10-K","2013-09-20","edgar/data/875729/0001437904-13-000083.txt",3,"BNET","2870","OTCBB","0",2013
87802,"SCIENTIFIC INDUSTRIES INC","10-K","2013-09-27","edgar/data/87802/0000087802-13-000010.txt",3,"SCND","3826","OTC","0",2013
878520,"SWS GROUP INC","10-K","2013-09-06","edgar/data/878520/0001562762-13-000281.txt",3,"SWS","6211","NYSE","0",2013
878726,"TUESDAY MORNING CORP DE","10-K","2013-08-28","edgar/data/878726/0001047469-13-008730.txt",3,"TUES","5331","NASDAQ","1",2013
880059,"EDUCATION MANAGEMENT CORPORATION","10-K","2013-09-03","edgar/data/880059/0000880059-13-000048.txt",3,"EDMC","8200","NASDAQ","0",2013
880117,"SANFILIPPO JOHN B   SON INC","10-K","2013-08-28","edgar/data/880117/0001193125-13-349391.txt",3,"JBSS","2060","NASDAQ","1",2013
880432,"MISONIX INC","10-K","2013-09-24","edgar/data/880432/0001144204-13-052163.txt",3,"MSON","3821","NASDAQ","1",2013
880562,"DAEGIS INC ","10-K","2013-07-02","edgar/data/880562/0001206774-13-002282.txt",3,"UNFY","7372","NASDAQ","0",2013
881790,"HF FINANCIAL CORP","10-K","2013-09-13","edgar/data/881790/0000881790-13-000035.txt",3,"HFFC","6035","NASDAQ","1",2013
882291,"AETHLON MEDICAL INC","10-K","2013-07-15","edgar/data/882291/0001019687-13-002649.txt",3,"AEMD","3826","OTCBB","0",2013
882873,"UROLOGIX INC","10-K","2013-09-20","edgar/data/882873/0000897101-13-001350.txt",3,"ULGX","3845","OTC","0",2013
885074,"AUTHENTIDATE HOLDING CORP","10-K","2013-09-26","edgar/data/885074/0001193125-13-380082.txt",3,"ADAT","7373","NASDAQ","1",2013
8858,"AVNET INC","10-K","2013-08-09","edgar/data/8858/0000008858-13-000011.txt",3,"AVT","5065","NYSE","1",2013
887226,"PERCEPTRON INC MI","10-K","2013-09-27","edgar/data/887226/0000887226-13-000010.txt",3,"PRCP","3827","NASDAQ","1",2013
887247,"Adamis Pharmaceuticals Corp","10-K","2013-07-03","edgar/data/887247/0001387131-13-002469.txt",3,"CLGY","2834","NASDAQ","0",2013
887497,"HI TECH PHARMACAL CO INC","10-K","2013-07-11","edgar/data/887497/0001193125-13-288273.txt",3,"HITK","2834","NASDAQ","0",2013
889930,"OVERLAND STORAGE INC","10-K","2013-09-18","edgar/data/889930/0000889930-13-000010.txt",3,"OVRL","3572","NASDAQ","0",2013
889971,"LIGHTPATH TECHNOLOGIES INC","10-K","2013-09-05","edgar/data/889971/0001387131-13-003243.txt",3,"LPTH","3674","NASDAQ","1",2013
890491,"BARNES   NOBLE INC","10-K","2013-07-29","edgar/data/890491/0001193125-13-305833.txt",3,"BKS","5940","NYSE","0",2013
890543,"INTERNATIONAL BARRIER TECHNOLOGY INC","10-K","2013-09-30","edgar/data/890543/0001052918-13-000403.txt",3,"IBTGF","2890","OTC","0",2013
890846,"UROPLASTY INC","10-K","2013-07-23","edgar/data/890846/0001140361-13-028603.txt",3,"UPI","3841","NASDAQ","0",2013
895419,"CREE INC","10-K","2013-08-28","edgar/data/895419/0000895419-13-000044.txt",3,"CREE","3674","NASDAQ","1",2013
896156,"ETHAN ALLEN INTERIORS INC","10-K","2013-08-16","edgar/data/896156/0001437749-13-011027.txt",3,"ETH","2511","NYSE","0",2013
896429,"USA TECHNOLOGIES INC","10-K","2013-09-30","edgar/data/896429/0001188112-13-002827.txt",3,"USAT","3578","NASDAQ","1",2013
896878,"INTUIT INC","10-K","2013-09-13","edgar/data/896878/0000896878-13-000149.txt",3,"INTU","7372","NASDAQ","2",2013
898770,"SHARPS COMPLIANCE CORP","10-K","2013-08-29","edgar/data/898770/0000898770-13-000012.txt",3,"SMED","4955","NASDAQ","1",2013
899597,"BUCKEYE TECHNOLOGIES INC","10-K","2013-08-29","edgar/data/899597/0001193125-13-352169.txt",3,"BKI","2611","NYSE","0",2013
899923,"MYRIAD GENETICS INC","10-K","2013-08-14","edgar/data/899923/0001193125-13-334245.txt",3,"MYGN","2835","NASDAQ","1",2013
900075,"COPART INC","10-K","2013-09-30","edgar/data/900075/0001145443-13-001938.txt",3,"CPRT","5500","NASDAQ","1",2013
906192,"SRA INTERNATIONAL  INC ","10-K","2013-08-09","edgar/data/906192/0001144204-13-044181.txt",3,"SRX","7370","NYSE","0",2013
90896,"SKYLINE CORP","10-K","2013-07-26","edgar/data/90896/0001193125-13-304925.txt",3,"SKY","2451","NYSE MKT","0",2013
910406,"HAIN CELESTIAL GROUP INC","10-K","2013-08-29","edgar/data/910406/0000910406-13-000023.txt",3,"HAIN","2000","NASDAQ","1",2013
910679,"WVS FINANCIAL CORP","10-K","2013-09-19","edgar/data/910679/0001193125-13-371713.txt",3,"WVFC","6036","NASDAQ","1",2013
911216,"PALATIN TECHNOLOGIES INC","10-K","2013-09-27","edgar/data/911216/0001354488-13-005466.txt",3,"PTN","2834","NYSE MKT","0",2013
912093,"JDS UNIPHASE CORP  CA ","10-K","2013-08-23","edgar/data/912093/0001047469-13-008597.txt",3,"JDSU","3674","NASDAQ","1",2013
914142,"GILMAN CIOCIA  INC ","10-K","2013-09-27","edgar/data/914142/0001199835-13-000603.txt",3,"GTAX","6211","OTC","0",2013
914398,"ELECSYS CORP","10-K","2013-07-10","edgar/data/914398/0001171843-13-002714.txt",3,"ESYS","3679","NASDAQ","0",2013
915358,"SIGMATRON INTERNATIONAL INC","10-K","2013-07-26","edgar/data/915358/0001193125-13-303817.txt",3,"SGMA","3672","NASDAQ","1",2013
916907,"SOUTHERN MISSOURI BANCORP INC","10-K","2013-09-24","edgar/data/916907/0000927089-13-000169.txt",3,"SMBC","6036","NASDAQ","5",2013
918573,"Avalon Oil   Gas  Inc ","10-K","2013-08-20","edgar/data/918573/0001213900-13-004717.txt",3,"AOGS","1311","","0",2013
918965,"SCANSOURCE INC","10-K","2013-08-26","edgar/data/918965/0000918965-13-000026.txt",3,"SCSC","5045","NASDAQ","1",2013
922330,"REGI U S INC","10-K","2013-08-13","edgar/data/922330/0001493152-13-001500.txt",3,"RGUS","3510","OTC","0",2013
922358,"FERRELLGAS PARTNERS L P","10-K","2013-09-26","edgar/data/922358/0000922358-13-000014.txt",3,"FGP","5900","NYSE","0",2013
922612,"SCHMITT INDUSTRIES INC","10-K","2013-08-14","edgar/data/922612/0001193125-13-334817.txt",3,"SMIT","3823","NASDAQ","1",2013
924805,"BMB MUNAI INC","10-K","2013-07-01","edgar/data/924805/0001038838-13-000260.txt",3,"BMBM","1311","OTC","0",2013
925661,"SECTOR 10 INC","10-K","2013-07-15","edgar/data/925661/0001096906-13-001127.txt",3,"SECT","5090","OTCBB","0",2013
92679,"SPARTON CORP","10-K","2013-09-03","edgar/data/92679/0001445305-13-002224.txt",3,"SPA","3672","NYSE","0",2013
928592,"PVF CAPITAL CORP","10-K","2013-09-27","edgar/data/928592/0001193125-13-381722.txt",3,"PVFC","6035","NASDAQ","0",2013
929940,"ASPEN TECHNOLOGY INC  DE ","10-K","2013-08-15","edgar/data/929940/0001047469-13-008484.txt",3,"AZPN","7371","NASDAQ","1",2013
932136,"Sustainable Environmental Technologies Corp","10-K","2013-07-15","edgar/data/932136/0001019687-13-002636.txt",3,"RGBLV","1389","","0",2013
933034,"STRATTEC SECURITY CORP","10-K","2013-09-09","edgar/data/933034/0001564590-13-000402.txt",3,"STRT","3714","NASDAQ","1",2013
93676,"STARRETT L S CO","10-K","2013-09-05","edgar/data/93676/0001437749-13-011657.txt",3,"SCX","3420","NYSE","0",2013
937136,"HYPERDYNAMICS CORP","10-K","2013-09-11","edgar/data/937136/0001047469-13-008991.txt",3,"HDY","1311","NYSE","0",2013
940944,"DARDEN RESTAURANTS INC","10-K","2013-07-19","edgar/data/940944/0000940944-13-000027.txt",3,"DRI","5812","NYSE","1",2013
943819,"RESMED INC","10-K","2013-08-13","edgar/data/943819/0001193125-13-331415.txt",3,"RMD","3841","NYSE","1",2013
945828,"AMERITYRE CORP","10-K","2013-09-27","edgar/data/945828/0001185185-13-002107.txt",3,"AMTY","3011","OTC","0",2013
95052,"ELIZABETH ARDEN INC","10-K","2013-08-12","edgar/data/95052/0001193125-13-331010.txt",3,"RDEN","2844","NASDAQ","1",2013
96021,"SYSCO CORP","10-K","2013-08-27","edgar/data/96021/0000096021-13-000073.txt",3,"SYY","5140","NYSE","0",2013
96536,"TAYLOR DEVICES INC","10-K","2013-08-29","edgar/data/96536/0000096536-13-000018.txt",3,"TAYD","3569","NASDAQ","1",2013
96793,"SUNLINK HEALTH SYSTEMS INC","10-K","2013-09-27","edgar/data/96793/0001193125-13-382169.txt",3,"SSY","8062","NYSE MKT","0",2013
96885,"TEL INSTRUMENT ELECTRONICS CORP","10-K","2013-07-16","edgar/data/96885/0001185185-13-001471.txt",3,"TIK","3670","NYSE MKT","0",2013
97472,"TEXAS INDUSTRIES INC","10-K","2013-07-22","edgar/data/97472/0000097472-13-000023.txt",3,"TXI","3241","NYSE","1",2013
98338,"TSR INC","10-K","2013-08-08","edgar/data/98338/0001213900-13-004066.txt",3,"TSRI","7371","NASDAQ","1",2013
98618,"ALANCO TECHNOLOGIES INC","10-K","2013-09-25","edgar/data/98618/0000098618-13-000011.txt",3,"ALAN","3572","OTC","0",2013
98752,"TOROTEL INC","10-K","2013-07-19","edgar/data/98752/0000098752-13-000006.txt",3,"TTLO","3677","OTC","0",2013
99106,"TRANS LUX CORP","10-K","2013-07-02","edgar/data/99106/0001513162-13-000486.txt",3,"TNLX","3990","OTC","0",2013
1000230,"OPTICAL CABLE CORP","10-K","2013-12-20","edgar/data/1000230/0001000230-13-000016.txt",4,"OCCF","3357","","0",2013
1001039,"WALT DISNEY CO ","10-K","2013-11-20","edgar/data/1001039/0001001039-13-000164.txt",4,"DIS","4841","NYSE","17",2013
1001115,"GEOSPACE TECHNOLOGIES CORP","10-K","2013-11-22","edgar/data/1001115/0001564590-13-001356.txt",4,"OYOG","3829","","0",2013
1001258,"ASTA FUNDING INC","10-K","2013-12-13","edgar/data/1001258/0001193125-13-473407.txt",4,"ASFI","6153","NASDAQ","1",2013
1001907,"ASTROTECH Corp  WA ","10-K","2013-10-15","edgar/data/1001907/0001515971-13-000465.txt",4,"ASTC","3760","NASDAQ","1",2013
1002037,"LEARNING TREE INTERNATIONAL  INC ","10-K","2013-12-12","edgar/data/1002037/0001437749-13-015924.txt",4,"LTRE","8200","NASDAQ","1",2013
1002360,"ABSOLUTE POTENTIAL  INC ","10-K","2013-12-24","edgar/data/1002360/0001000096-13-000182.txt",4,"ABWS","2851","","0",2013
1002517,"Nuance Communications  Inc ","10-K","2013-11-29","edgar/data/1002517/0001002517-13-000060.txt",4,"NUAN","7372","NASDAQ","3",2013
1002590,"STAR GAS PARTNERS LP","10-K","2013-12-11","edgar/data/1002590/0001193125-13-469866.txt",4,"SGU","5990","NYSE","0",2013
1003078,"MSC INDUSTRIAL DIRECT CO INC","10-K","2013-10-30","edgar/data/1003078/0001144204-13-057653.txt",4,"MSM","5084","NYSE","0",2013
1003344,"HEADWATERS INC","10-K","2013-11-19","edgar/data/1003344/0001047469-13-010636.txt",4,"HW","3272","NYSE","0",2013
10048,"BARNWELL INDUSTRIES INC","10-K","2013-12-16","edgar/data/10048/0001104659-13-090370.txt",4,"BRN","1311","NYSE MKT","0",2013
100493,"TYSON FOODS INC","10-K","2013-11-18","edgar/data/100493/0000100493-13-000079.txt",4,"TSN","2015","NYSE","3",2013
1005101,"CONCIERGE TECHNOLOGIES INC","10-K","2013-10-15","edgar/data/1005101/0001354488-13-005701.txt",4,"CNCG","7389","OTC","0",2013
1005210,"SUBURBAN PROPANE PARTNERS LP","10-K","2013-11-27","edgar/data/1005210/0001193125-13-456057.txt",4,"SPH","5900","NYSE","1",2013
1005731,"IDT CORP","10-K","2013-10-15","edgar/data/1005731/0001193125-13-399818.txt",4,"IDT","4813","NYSE","0",2013
1006028,"PURE BIOSCIENCE  INC ","10-K","2013-10-24","edgar/data/1006028/0001193125-13-409928.txt",4,"PURE","2890","OTC","0",2013
1009626,"BROCADE COMMUNICATIONS SYSTEMS INC","10-K","2013-12-16","edgar/data/1009626/0001009626-13-000127.txt",4,"BRCD","3577","NASDAQ","1",2013
1013237,"FACTSET RESEARCH SYSTEMS INC","10-K","2013-10-30","edgar/data/1013237/0001437749-13-013610.txt",4,"FDS","7370","NYSE","2",2013
1014507,"SIRONA DENTAL SYSTEMS  INC ","10-K","2013-11-22","edgar/data/1014507/0001193125-13-451128.txt",4,"SIRO","3843","NASDAQ","1",2013
1016951,"DIGITAL CREATIVE DEVELOPMENT CORP","10-K","2013-10-21","edgar/data/1016951/0001471242-13-000372.txt",4,"DCDC","6770","OTC","0",2013
1019361,"ROFIN SINAR TECHNOLOGIES INC","10-K","2013-11-29","edgar/data/1019361/0001019361-13-000048.txt",4,"RSTI","3690","NASDAQ","1",2013
1020859,"UNITED NATURAL FOODS INC","10-K","2013-10-01","edgar/data/1020859/0001020859-13-000178.txt",4,"UNFI","5141","NASDAQ","1",2013
1021917,"JV GROUP  INC ","10-K","2013-10-15","edgar/data/1021917/0001072588-13-000113.txt",4,"ASPE","6512","","0",2013
1022505,"NATIONAL SCIENTIFIC CORP AZ","10-K","2013-10-10","edgar/data/1022505/0000721748-13-000671.txt",4,"NSCT","3674","OTC","0",2013
1023459,"SIMULATIONS PLUS INC","10-K","2013-11-18","edgar/data/1023459/0001019687-13-004444.txt",4,"SLP","7373","NASDAQ","1",2013
1023844,"NATIONAL HOLDINGS CORP","10-K","2013-12-27","edgar/data/1023844/0001437749-13-016493.txt",4,"NHLD","6200","OTCBB","1",2013
1024478,"ROCKWELL AUTOMATION INC","10-K","2013-11-18","edgar/data/1024478/0001024478-13-000035.txt",4,"ROK","3829","NYSE","5",2013
102741,"VALSPAR CORP","10-K","2013-12-20","edgar/data/102741/0000897101-13-001932.txt",4,"VAL","2851","NYSE","0",2013
1028215,"KMG CHEMICALS INC","10-K","2013-10-30","edgar/data/1028215/0001193125-13-418701.txt",4,"KMG","2800","NYSE","0",2013
1028985,"Spectrum Brands  Inc ","10-K","2013-11-27","edgar/data/1028985/0001028985-13-000009.txt",4,"ROV","3690","NYSE","0",2013
1029744,"SONIC FOUNDRY INC","10-K","2013-12-26","edgar/data/1029744/0001193125-13-484680.txt",4,"SOFO","3663","NASDAQ","1",2013
103145,"VEECO INSTRUMENTS INC","10-K","2013-11-04","edgar/data/103145/0001047469-13-010200.txt",4,"VECO","3559","NASDAQ","1",2013
1032220,"MAXIMUS INC","10-K","2013-11-19","edgar/data/1032220/0001047469-13-010633.txt",4,"MMS","7389","NYSE","1",2013
103595,"VILLAGE SUPER MARKET INC","10-K","2013-10-08","edgar/data/103595/0001096906-13-001552.txt",4,"VLGEA","5411","NASDAQ","1",2013
103872,"VOLT INFORMATION SCIENCES  INC ","10-K","2013-11-15","edgar/data/103872/0001193125-13-444053.txt",4,"VISI","7363","OTC","0",2013
1041803,"PRICESMART INC","10-K","2013-10-30","edgar/data/1041803/0001041803-13-000052.txt",4,"PSMT","5331","NASDAQ","1",2013
104207,"WALGREEN CO","10-K","2013-10-21","edgar/data/104207/0000104207-13-000104.txt",4,"WAG","5912","NYSE","2",2013
1044577,"China Precision Steel  Inc ","10-K","2013-10-11","edgar/data/1044577/0001493152-13-001985.txt",4,"CPSL","3312","NASDAQ","0",2013
1046050,"TIMBERLAND BANCORP INC","10-K","2013-12-11","edgar/data/1046050/0000939057-13-000539.txt",4,"TSBK","6036","NASDAQ","1",2013
1048268,"INTEGRATED ELECTRICAL SERVICES INC","10-K","2013-12-17","edgar/data/1048268/0001193125-13-476228.txt",4,"IES","1731","","0",2013
1048695,"F5 NETWORKS INC","10-K","2013-11-22","edgar/data/1048695/0001445305-13-003079.txt",4,"FFIV","3576","NASDAQ","3",2013
104897,"WSI INDUSTRIES  INC ","10-K","2013-10-24","edgar/data/104897/0001437749-13-013359.txt",4,"WSCI","3540","NASDAQ","1",2013
1050007,"NUTRACEUTICAL INTERNATIONAL CORP","10-K","2013-11-26","edgar/data/1050007/0001047469-13-010881.txt",4,"NUTR","2833","NASDAQ","1",2013
105132,"WD 40 CO","10-K","2013-10-22","edgar/data/105132/0000105132-13-000015.txt",4,"WDFC","2890","NASDAQ","2",2013
1057060,"MARINEMAX INC","10-K","2013-12-06","edgar/data/1057060/0001193125-13-465179.txt",4,"HZO","5531","NYSE","0",2013
1059131,"NASB FINANCIAL INC","10-K","2013-12-16","edgar/data/1059131/0001193125-13-474717.txt",4,"NASB","6035","NASDAQ","0",2013
1059784,"GENEREX BIOTECHNOLOGY CORP","10-K","2013-10-11","edgar/data/1059784/0001554795-13-000602.txt",4,"GNBT","2834","OTC","0",2013
1060426,"AOXING PHARMACEUTICAL COMPANY  INC ","10-K","2013-10-15","edgar/data/1060426/0001096906-13-001576.txt",4,"CAXG","2834","NYSE","0",2013
1061164,"PEREGRINE INDUSTRIES INC","10-K","2013-10-11","edgar/data/1061164/0001295345-13-000175.txt",4,"PGID","3569","OTC","0",2013
1061169,"CEPHAS HOLDING CORP ","10-K","2013-11-12","edgar/data/1061169/0001061169-13-000009.txt",4,"LGMB","3669","","0",2013
1062273,"SpendSmart Payments Co","10-K","2013-12-30","edgar/data/1062273/0001144204-13-069417.txt",4,"BMPI","5990","","0",2013
1062438,"PULASKI FINANCIAL CORP","10-K","2013-12-16","edgar/data/1062438/0001104659-13-090380.txt",4,"PULB","6035","NASDAQ","1",2013
1066026,"CONCUR TECHNOLOGIES INC","10-K","2013-11-13","edgar/data/1066026/0001066026-13-000022.txt",4,"CNQR","7372","NASDAQ","0",2013
1069533,"RGC RESOURCES INC","10-K","2013-12-11","edgar/data/1069533/0001193125-13-469474.txt",4,"RGCO","4923","NASDAQ","1",2013
1070154,"STERLING BANCORP","10-K","2013-12-09","edgar/data/1070154/0001445305-13-003139.txt",4,"PBNY","6021","NYSE","0",2013
1071840,"NEW ENERGY TECHNOLOGIES  INC ","10-K","2013-11-27","edgar/data/1071840/0001477932-13-005887.txt",4,"OCTL","2860","","0",2013
1073748,"YUMMIES INC","10-K","2013-12-18","edgar/data/1073748/0001096906-13-001873.txt",4,"YUMM","9995","OTC","0",2013
1076744,"PopBig  Inc ","10-K","2013-12-20","edgar/data/1076744/0001096906-13-001890.txt",4,"RVNM","6770","","0",2013
107687,"WINNEBAGO INDUSTRIES INC","10-K","2013-10-29","edgar/data/107687/0000107687-13-000048.txt",4,"WGO","3716","NYSE","0",2013
10795,"BECTON DICKINSON   CO","10-K","2013-11-27","edgar/data/10795/0001193125-13-456802.txt",4,"BDX","3841","NYSE","3",2013
108312,"Woodward  Inc ","10-K","2013-11-14","edgar/data/108312/0000108312-13-000018.txt",4,"WWD","3620","NASDAQ","1",2013
1083743,"Flux Power Holdings  Inc ","10-K","2013-10-15","edgar/data/1083743/0001144204-13-055300.txt",4,"FLUX","3690","OTC","0",2013
1084752,"EON COMMUNICATIONS CORP","10-K","2013-11-12","edgar/data/1084752/0001144204-13-060627.txt",4,"EONC","4813","NASDAQ","0",2013
1088312,"UNI CORE HOLDINGS CORP","10-K","2013-10-15","edgar/data/1088312/0001144204-13-055106.txt",4,"IMOT","4899","","0",2013
1090872,"AGILENT TECHNOLOGIES INC","10-K","2013-12-19","edgar/data/1090872/0001090872-13-000029.txt",4,"A","3825","NYSE","11",2013
109177,"HARBINGER GROUP INC ","10-K","2013-11-27","edgar/data/109177/0000109177-13-000026.txt",4,"HRG","3690","NYSE","1",2013
1092367,"SYCAMORE NETWORKS INC","10-K","2013-10-18","edgar/data/1092367/0001193125-13-403928.txt",4,"SCMR","3661","OTC","0",2013
1096275,"Franchise Holdings International  Inc ","10-K","2013-12-13","edgar/data/1096275/0001354488-13-006837.txt",4,"FNHI","7389","OTC","0",2013
1096555,"Myriad Interactive Media  Inc ","10-K","2013-10-15","edgar/data/1096555/0001551163-13-000124.txt",4,"PFOO","7374","","0",2013
1096752,"ENERGIZER HOLDINGS INC","10-K","2013-11-21","edgar/data/1096752/0001096752-13-000159.txt",4,"ENR","3690","NYSE","0",2013
1099369,"DESTINY MEDIA TECHNOLOGIES INC","10-K","2013-11-25","edgar/data/1099369/0001062993-13-006027.txt",4,"DSNY","7372","OTC","0",2013
1101688,"Teleconnect Inc ","10-K","2013-12-30","edgar/data/1101688/0000721748-13-000966.txt",4,"TLCO","4813","OTC","0",2013
