ticker,name,lastsale,marketcap,ipoyear,sector,industry
ESIO,"Electro Scientific Industries, Inc.",15.39,524870000.0,,Miscellaneous,Industrial Machinery/Components
ECOR,"electroCore, Inc.",15.57,442630000.0,2018.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EA,Electronic Arts Inc.,141.23,43230000000.0,,Technology,Computer Software: Prepackaged Software
EFII,"Electronics for Imaging, Inc.",32.85,1470000000.0,1992.0,Technology,Computer Communications Equipment
ELSE,"Electro-Sensors, Inc.",3.92,13310000.0,,Capital Goods,Industrial Machinery/Components
ESBK,Elmira Savings Bank NY (The),20.4775,62220000.0,,Finance,Major Banks
ELOX,"Eloxx Pharmaceuticals, Inc.",17.36,580300000.0,,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ELTK,Eltek Ltd.,3.7,7510000.0,1997.0,Technology,Electrical Products
EMCI,EMC Insurance Group Inc.,28.71,618450000.0,1982.0,Finance,Property-Casualty Insurers
EMCF,Emclaire Financial Corp,34.15,77560000.0,,Finance,Major Banks
EMKR,EMCORE Corporation,5.05,138660000.0,1997.0,Technology,Semiconductors
EMMS,Emmis Communications Corporation,5.15,66420000.0,1994.0,Consumer Services,Broadcasting
NYNY,"Empire Resorts, Inc.",19.55,639980000.0,,Consumer Services,Restaurants
ENTA,"Enanta Pharmaceuticals, Inc.",117.38,2260000000.0,2013.0,Health Care,Major Pharmaceuticals
ECPG,Encore Capital Group Inc,37.05,960240000.0,,Finance,Finance Companies
WIRE,Encore Wire Corporation,47.95,999480000.0,1992.0,Capital Goods,Metal Fabrications
ENDP,Endo International plc,9.89,2210000000.0,,Health Care,Major Pharmaceuticals
ECYT,"Endocyte, Inc.",13.6,945220000.0,2011.0,Health Care,Major Pharmaceuticals
ELGX,"Endologix, Inc.",5.6,470460000.0,,Health Care,Medical/Dental Instruments
NDRA,ENDRA Life Sciences Inc.,2.63,10320000.0,2017.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NDRAW,ENDRA Life Sciences Inc.,0.6,,2017.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EIGI,"Endurance International Group Holdings, Inc.",10.2,1460000000.0,2013.0,Technology,Computer Software: Prepackaged Software
WATT,Energous Corporation,14.95,380550000.0,2014.0,Technology,Radio And Television Broadcasting And Communications Equipment
EFOI,"Energy Focus, Inc.",1.84,21960000.0,,Consumer Durables,Building Products
ERII,"Energy Recovery, Inc.",7.98,426960000.0,2008.0,Technology,Industrial Machinery/Components
EGC,"Energy XXI Gulf Coast, Inc.",9.0,300560000.0,,Energy,Oil & Gas Production
ENG,ENGlobal Corporation,1.22,33570000.0,,Consumer Services,Military/Government/Technical
ENPH,"Enphase Energy, Inc.",7.03,680850000.0,2012.0,Technology,Semiconductors
ESGR,Enstar Group Limited,205.8,4420000000.0,,Finance,Property-Casualty Insurers
ENFC,Entegra Financial Corp.,30.05,207000000.0,2014.0,Finance,Banks
ENTG,"Entegris, Inc.",34.05,4830000000.0,2000.0,Consumer Non-Durables,Plastic Products
ENTX,Entera Bio Ltd.,6.6501,79120000.0,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENTXW,Entera Bio Ltd.,1.15,,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EBTC,Enterprise Bancorp Inc,40.82,476880000.0,,Finance,Major Banks
EFSC,Enterprise Financial Services Corporation,54.5,1260000000.0,,Finance,Major Banks
EPZM,"Epizyme, Inc.",12.625,877280000.0,2013.0,Health Care,Major Pharmaceuticals
PLUS,ePlus inc.,95.95,1310000000.0,1996.0,Technology,Retail: Computer Software & Peripheral Equipment
EQIX,"Equinix, Inc.",426.24,33869999999.0,2000.0,Consumer Services,Real Estate Investment Trusts
EQFN,Equitable Financial Corp.,10.5,34840000.0,2015.0,Finance,Savings Institutions
EQBK,"Equity Bancshares, Inc.",42.28,667000000.0,2015.0,Finance,Major Banks
ERIC,Ericsson,7.62,25050000000.0,,Technology,Radio And Television Broadcasting And Communications Equipment
ERIE,Erie Indemnity Company,116.86,6110000000.0,,Finance,Specialty Insurers
ERYP,Erytech Pharma S.A.,10.22,183320000.0,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ESCA,"Escalade, Incorporated",14.1,203260000.0,,Consumer Non-Durables,Recreational Products/Toys
ESPR,"Esperion Therapeutics, Inc.",43.91,1180000000.0,2013.0,Health Care,Major Pharmaceuticals
ESQ,"Esquire Financial Holdings, Inc.",26.45,196940000.0,2017.0,Finance,Commercial Banks
ESSA,"ESSA Bancorp, Inc.",15.59,183440000.0,,Finance,Banks
EPIX,ESSA Pharma Inc.,4.23,24430000.0,,Health Care,Major Pharmaceuticals
ESND,Essendant Inc.,13.69,515510000.0,,Consumer Services,Paper
ESTR,"Estre Ambiental, Inc.",8.27,382490000.0,,Public Utilities,Environmental Services
ESTRW,"Estre Ambiental, Inc.",0.45,,,Public Utilities,Environmental Services
VBND,ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund,47.63,409620000.0,,,
VUSE,ETF Series Solutions Trust Vident Core US Equity ETF,33.66,511630000.0,,,
VIDI,ETF Series Solutions Trust Vident International Equity Fund,25.29,,,,
ETSY,"Etsy, Inc.",42.58,5090000000.0,2015.0,Miscellaneous,Business Services
CLWT,Euro Tech Holdings Company Limited,3.755,7740000.0,1997.0,Consumer Durables,Diversified Electronic Products
EDRY,EuroDry Ltd.,8.47,1690000000.0,,Consumer Services,Marine Transportation
EEFT,"Euronet Worldwide, Inc.",84.74,4350000000.0,1997.0,Finance,Investment Bankers/Brokers/Service
ESEA,Euroseas Ltd.,1.85,20860000.0,,Transportation,Marine Transportation
EVLO,"Evelo Biosciences, Inc.",12.2,386980000.0,2018.0,Health Care,Major Pharmaceuticals
EVBG,"Everbridge, Inc.",47.23,1360000000.0,2016.0,Technology,Computer Software: Prepackaged Software
EVK,"Ever-Glory International Group, Inc.",3.1,45870000.0,,Consumer Non-Durables,Apparel
EVER,"EverQuote, Inc.",18.69,90680000.0,2018.0,Technology,"Computer Software: Programming, Data Processing"
MRAM,"Everspin Technologies, Inc.",8.79,146560000.0,2016.0,Technology,Semiconductors
EVLV,EVINE Live Inc.,1.33,87280000.0,,Consumer Services,Catalog/Specialty Distribution
EVOP,"EVO Payments, Inc.",19.84,1500000000.0,2018.0,,
EVFM,"Evofem Biosciences, Inc.",2.43,43160000.0,2014.0,Health Care,Major Pharmaceuticals
EVGN,Evogene Ltd.,3.03,78040000.0,,Basic Industries,Agricultural Chemicals
EVOK,"Evoke Pharma, Inc.",2.56,42940000.0,2013.0,Health Care,Major Pharmaceuticals
EOLS,"Evolus, Inc.",27.95,660750000.0,2018.0,Health Care,Major Pharmaceuticals
EVOL,"Evolving Systems, Inc.",2.8,33920000.0,1998.0,Technology,EDP Services
EXAS,Exact Sciences Corporation,61.82,7540000000.0,2001.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
FLAG,Exchange Traded Concepts Trust FLAG-Forensic Accounting Long-S,41.62,16649999.0,,,
ROBO,Exchange Traded Concepts Trust ROBO Global Robotics and Automa,39.91,183590000.0,,,
XELA,"Exela Technologies, Inc.",4.85,739940000.0,2015.0,Miscellaneous,Business Services
EXEL,"Exelixis, Inc.",21.4,6350000000.0,2000.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXFO,EXFO Inc,3.5,82130000.0,,Capital Goods,Electrical Products
EXLS,"ExlService Holdings, Inc.",57.96,1990000000.0,2006.0,Miscellaneous,Business Services
EXPI,"eXp World Holdings, Inc.",11.78,663260000.0,,Miscellaneous,Business Services
EXPE,"Expedia Group, Inc.",123.25,18510000000.0,,Consumer Services,Transportation Services
EXPD,"Expeditors International of Washington, Inc.",72.25,12620000000.0,,Transportation,Oil Refining/Marketing
EXPO,"Exponent, Inc.",48.45,2520000000.0,,Consumer Services,Professional Services
ESRX,Express Scripts Holding Company,79.91,44890000000.0,1992.0,Health Care,Medical/Nursing Services
STAY,"Extended Stay America, Inc.",21.52,4090000000.0,,Consumer Services,Hotels/Resorts
XOG,"Extraction Oil & Gas, Inc.",14.75,2590000000.0,2016.0,Energy,Oil & Gas Production
EXTR,"Extreme Networks, Inc.",8.37,970020000.0,1999.0,Technology,Computer Communications Equipment
EYEG,"Eyegate Pharmaceuticals, Inc.",0.4972,20830000.0,,Health Care,Major Pharmaceuticals
EYEGW,"Eyegate Pharmaceuticals, Inc.",0.07,,,Health Care,Major Pharmaceuticals
EYEN,"Eyenovia, Inc.",6.29,62500000.0,2018.0,Health Care,Major Pharmaceuticals
EYPT,"EyePoint Pharmaceuticals, Inc.",2.11,114000000.0,,Capital Goods,Biotechnology: Laboratory Analytical Instruments
EZPW,"EZCORP, Inc.",11.7,637230000.0,1991.0,Consumer Services,Other Specialty Stores
FFIV,"F5 Networks, Inc.",174.73,10680000000.0,1999.0,Technology,Computer Communications Equipment
FB,"Facebook, Inc.",192.73,557880000000.0,2012.0,Technology,"Computer Software: Programming, Data Processing"
DAVE,"Famous Dave&#39;s of America, Inc.",6.65,60310000.0,,Consumer Services,Restaurants
FANH,Fanhua Inc.,27.3,1770000000.0,,Finance,Specialty Insurers
FARM,Farmer Brothers Company,31.1,526460000.0,,Consumer Non-Durables,Packaged Foods
FMAO,"Farmers & Merchants Bancorp, Inc.",39.9,369710000.0,,Finance,Savings Institutions
FFKT,Farmers Capital Bank Corporation,52.95,398170000.0,,Finance,Major Banks
FMNB,Farmers National Banc Corp.,16.5,456080000.0,,Finance,Major Banks
FAMI,"FARMMI, INC.",8.19,95660000.0,2018.0,Consumer Non-Durables,Packaged Foods
FARO,"FARO Technologies, Inc.",54.85,930310000.0,1997.0,Capital Goods,Industrial Machinery/Components
FAST,Fastenal Company,47.69,13720000000.0,1987.0,Consumer Services,RETAIL: Building Materials
FAT,FAT Brands Inc.,7.6,77170000.0,2017.0,Consumer Services,Restaurants
FATE,"Fate Therapeutics, Inc.",12.02,635360000.0,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FBSS,"Fauquier Bankshares, Inc.",21.25,80190000.0,,Finance,Major Banks
FSAC,Federal Street Acquisition Corp.,9.82,564650000.0,2017.0,Finance,Business Services
FSACU,Federal Street Acquisition Corp.,10.35,,2017.0,Finance,Business Services
FSACW,Federal Street Acquisition Corp.,1.3,,2017.0,Finance,Business Services
FNHC,FedNat Holding Company,23.19,294970000.0,,Finance,Property-Casualty Insurers
FENC,Fennec Pharmaceuticals Inc.,10.54,195820000.0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GSM,Ferroglobe PLC,8.05,1380000000.0,,Capital Goods,Metal Fabrications
FFBW,"FFBW, Inc.",11.09,73330000.0,2017.0,Finance,Savings Institutions
FCSC,Fibrocell Science Inc.,2.5,19280000.0,,Health Care,Major Pharmaceuticals
FGEN,"FibroGen, Inc",64.95,5420000000.0,2014.0,Health Care,Major Pharmaceuticals
FDBC,"Fidelity D & D Bancorp, Inc.",57.84,216990000.0,,Finance,Major Banks
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,294.53,1560000000.0,,,
LION,Fidelity Southern Corporation,25.84,698630000.0,,Finance,Major Banks
FDUS,Fidus Investment Corporation,14.49,354470000.0,2011.0,,
FDUSL,Fidus Investment Corporation,26.1487,,,,
FRGI,"Fiesta Restaurant Group, Inc.",29.15,794400000.0,,Consumer Services,Restaurants
FITB,Fifth Third Bancorp,28.91,19600000000.0,,Finance,Major Banks
FITBI,Fifth Third Bancorp,27.3,491400000.0,,Finance,Major Banks
FNGN,"Financial Engines, Inc.",44.9,2860000000.0,2010.0,Finance,Investment Managers
FISI,"Financial Institutions, Inc.",33.05,525669999.0,1999.0,Finance,Major Banks
FNSR,Finisar Corporation,18.36,2109999999.0,1999.0,Technology,Semiconductors
FNJN,"Finjan Holdings, Inc.",3.43,95120000.0,,Miscellaneous,Multi-Sector Companies
FNTE,FinTech Acquisition Corp. II,10.0,238930000.0,2017.0,Miscellaneous,Business Services
FNTEU,FinTech Acquisition Corp. II,10.6,,2017.0,Miscellaneous,Business Services
FNTEW,FinTech Acquisition Corp. II,1.54,,2017.0,Miscellaneous,Business Services
FEYE,"FireEye, Inc.",15.6,2990000000.0,2013.0,Technology,Computer peripheral equipment
FBNC,First Bancorp,41.17,1220000000.0,1987.0,Finance,Major Banks
FNLC,"First Bancorp, Inc (ME)",29.2,316800000.0,,Finance,Major Banks
FRBA,First Bank,14.15,262269999.0,2013.0,,
BUSE,First Busey Corporation,32.16,1570000000.0,,Finance,Major Banks
FBIZ,"First Business Financial Services, Inc.",25.87,226740000.0,,Finance,Major Banks
FCAP,"First Capital, Inc.",41.8,140320000.0,,Finance,Savings Institutions
FCFS,"First Cash, Inc.",91.35,4150000000.0,1991.0,Consumer Services,Other Specialty Stores
FCBP,First Choice Bancorp,30.59,220440000.0,,Finance,Major Banks
FCNCA,"First Citizens BancShares, Inc.",405.38,4870000000.0,,Finance,Major Banks
FCBC,"First Community Bancshares, Inc.",32.98,553090000.0,,Finance,Major Banks
FCCO,First Community Corporation,25.75,195720000.0,,Finance,Major Banks
FBNK,"First Connecticut Bancorp, Inc.",30.7,489990000.0,2011.0,Finance,Banks
FDEF,First Defiance Financial Corp.,67.31,686360000.0,,Finance,Savings Institutions
FFBC,First Financial Bancorp.,31.1,3040000000.0,,Finance,Major Banks
FFBCW,First Financial Bancorp.,21.0,,,Finance,Major Banks
FFIN,"First Financial Bankshares, Inc.",51.65,3490000000.0,,Finance,Major Banks
THFF,First Financial Corporation Indiana,46.2,566180000.0,,Finance,Major Banks
FFNW,"First Financial Northwest, Inc.",19.83,213760000.0,,Finance,Major Banks
FFWM,First Foundation Inc.,18.88,836280000.0,,Finance,Major Banks
FGBI,"First Guaranty Bancshares, Inc.",26.78,235860000.0,,Finance,Savings Institutions
FHB,"First Hawaiian, Inc.",29.27,4000000000.0,2016.0,Finance,Major Banks
INBK,First Internet Bancorp,34.1,347200000.0,,Finance,Major Banks
INBKL,First Internet Bancorp,26.22,,,Finance,Major Banks
FIBK,"First Interstate BancSystem, Inc.",42.5,2410000000.0,2010.0,Finance,Major Banks
FRME,First Merchants Corporation,46.98,2330000000.0,,Finance,Major Banks
FMBH,"First Mid-Illinois Bancshares, Inc.",40.22,614680000.0,,Finance,Major Banks
FMBI,"First Midwest Bancorp, Inc.",25.71,2650000000.0,,Finance,Major Banks
FNWB,First Northwest Bancorp,16.16,187090000.0,2015.0,Finance,Banks
FSFG,"First Savings Financial Group, Inc.",72.22,165390000.0,,Finance,Savings Institutions
FSLR,"First Solar, Inc.",52.36,5490000000.0,2006.0,Technology,Semiconductors
FAAR,First Trust Alternative Absolute Return Strategy ETF,28.765,15820000.0,,,
FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,31.831,50930000.0,,,
BICK,First Trust BICK Index Fund,27.004,220080000.0,,,
FBZ,First Trust Brazil AlphaDEX Fund,11.5747,6940000.0,,,
FTHI,First Trust BuyWrite Income ETF,22.58,62640000.0,,,
FCAL,First Trust California Municipal High income ETF,50.01,15000000.0,,,
FCAN,First Trust Canada AlphaDEX Fund,25.9,11660000.0,,,
FTCS,First Trust Capital Strength ETF,50.96,935120000.0,,,
FCEF,First Trust CEF Income Opportunity ETF,21.68,41300000.0,,,
FCA,First Trust China AlphaDEX Fund,28.5916,10010000.0,,,
SKYY,First Trust Cloud Computing ETF,53.47,1660000000.0,,,
RNDM,First Trust Developed International Equity Select ETF,49.88,17460000.0,,,
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,58.933,1260000000.0,,,
FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,40.71,14250000.0,,,
FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,27.47,535669999.0,,,
FV,First Trust Dorsey Wright Focus 5 ETF,29.49,2660000000.0,,,
IFV,First Trust Dorsey Wright International Focus 5 ETF,20.78,896660000.0,,,
DWPP,First Trust Dorsey Wright People&#39;s Portfolio ETF,29.05,33409999.0,,,
DALI,First Trust DorseyWright DALI 1 ETF,20.0,33000000.0,,,
FEM,First Trust Emerging Markets AlphaDEX Fund,25.42,602450000.0,,,
RNEM,First Trust Emerging Markets Equity Select ETF,49.3186,4930000.0,,,
FEMB,First Trust Emerging Markets Local Currency Bond ETF,37.5399,52560000.0,,,
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,37.89,272810000.0,,,
FTSM,First Trust Enhanced Short Maturity ETF,60.01,2190000000.0,,,
FEP,First Trust Europe AlphaDEX Fund,38.0364,905270000.0,,,
FEUZ,First Trust Eurozone AlphaDEX ETF,41.59,76940000.0,,,
FGM,First Trust Germany AlphaDEX Fund,46.23,240400000.0,,,
FTGC,First Trust Global Tactical Commodity Strategy Fund,20.3664,295380000.0,,,
FTLB,First Trust Hedged BuyWrite Income ETF,22.5334,13520000.0,,,
HYLS,First Trust High Yield Long/Short ETF,47.17,1180000000.0,,,
FHK,First Trust Hong Kong AlphaDEX Fund,38.44,3840000.0,,,
NFTY,First Trust India Nifty 50 Equal Weight ETF,36.49,3650000.0,,,
FTAG,First Trust Indxx Global Agriculture ETF,26.16,7580000.0,,,
FTRI,First Trust Indxx Global Natural Resources Income ETF,12.43,8700000.0,,,
LEGR,First Trust Indxx Innovative Transaction & Process ETF,28.62,44360000.0,,,
FPXI,First Trust International IPO ETF,34.39,25790000.0,,,
YDIV,First Trust International Multi-Asset Diversified Income Index,17.24,13790000.0,,,
FJP,First Trust Japan AlphaDEX Fund,54.33,168420000.0,,,
FEX,First Trust Large Cap Core AlphaDEX Fund,59.23,1470000000.0,,,
FTC,First Trust Large Cap Growth AlphaDEX Fund,65.74,871060000.0,,,
RNLC,First Trust Large Cap US Equity Select ETF,21.6874,17350000.0,,,
FTA,First Trust Large Cap Value AlphaDEX Fund,52.31,1050000000.0,,,
FLN,First Trust Latin America AlphaDEX Fund,17.86,11610000.0,,,
LMBS,First Trust Low Duration Opportunities ETF,51.23,1410000000.0,,,
FMB,First Trust Managed Municipal ETF,52.7201,390130000.0,,,
FMK,First Trust Mega Cap AlphaDEX Fund,35.1,19310000.0,,,
FNX,First Trust Mid Cap Core AlphaDEX Fund,68.73,866000000.0,,,
FNY,First Trust Mid Cap Growth AlphaDEX Fund,43.35,186410000.0,,,
RNMC,First Trust Mid Cap US Equity Select ETF,21.79,7630000.0,,,
FNK,First Trust Mid Cap Value AlphaDEX Fund,36.2124,48890000.0,,,
FAD,First Trust Multi Cap Growth AlphaDEX Fund,71.9728,176330000.0,,,
FAB,First Trust Multi Cap Value AlphaDEX Fund,56.306000000000004,90090000.0,,,
MDIV,First Trust Multi-Asset Diversified Income Index Fund,18.33,692870000.0,,,
MCEF,First Trust Municipal CEF Income Opportunity ETF,17.9699,13480000.0,,,
FMHI,First Trust Municipal High Income ETF,50.38,27710000.0,,,
QABA,First Trust NASDAQ ABA Community Bank Index Fund,55.25,389510000.0,,,
ROBT,First Trust Nasdaq Artificial Intelligence and Robotics ETF,29.31,17590000.0,,,
FTXO,First Trust Nasdaq Bank ETF,28.54,1320000000.0,,,
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,19.51,92670000.0,,,
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,49.04,34330000.0,,,
CIBR,First Trust NASDAQ Cybersecurity ETF,26.67,692090000.0,,,
FTXG,First Trust Nasdaq Food & Beverage ETF,19.735,,,,
CARZ,First Trust NASDAQ Global Auto Index Fund,36.645,18320000.0,,,
FTXN,First Trust Nasdaq Oil & Gas ETF,24.5,30630000.0,,,
FTXH,First Trust Nasdaq Pharmaceuticals ETF,22.02,3300000.0,,,
FTXD,First Trust Nasdaq Retail ETF,22.57,2260000.0,,,
FTXL,First Trust Nasdaq Semiconductor ETF,31.596,42650000.0,,,
FONE,First Trust NASDAQ Smartphone Index Fund,48.32,14500000.0,,,
TDIV,First Trust NASDAQ Technology Dividend Index Fund,35.4194,846700000.0,,,
FTXR,First Trust Nasdaq Transportation ETF,24.305,3650000.0,,,
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,60.37,552390000.0,,,
QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,49.7533,89560000.0,,,
QTEC,First Trust NASDAQ-100- Technology Index Fund,76.68,2500000000.0,,,
AIRR,First Trust RBA American Industrial Renaissance ETF,26.82,183720000.0,,,
QINC,First Trust RBA Quality Income ETF,24.68,29620000.0,,,
RDVY,First Trust Rising Dividend Achievers ETF,29.72,533470000.0,,,
RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,56.1211,58930000.0,,,
RFDI,First Trust RiverFront Dynamic Developed International ETF,60.7,640390000.0,,,
RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,65.6299,134540000.0,,,
RFEU,First Trust RiverFront Dynamic Europe ETF,62.3,137060000.0,,,
FTSL,First Trust Senior Loan Fund ETF,47.84,1560000000.0,,,
FYX,First Trust Small Cap Core AlphaDEX Fund,66.72,663860000.0,,,
FYC,First Trust Small Cap Growth AlphaDEX Fund,48.97,310960000.0,,,
RNSC,First Trust Small Cap US Equity Select ETF,22.66,4530000.0,,,
FYT,First Trust Small Cap Value AlphaDEX Fund,38.82,67940000.0,,,
SDVY,First Trust SMID Cap Rising Dividend Achievers ETF,21.0499,4210000.0,,,
FKO,First Trust South Korea AlphaDEX Fund,25.5487,2550000.0,,,
FCVT,First Trust SSI Strategic Convertible Securities ETF,29.69,161810000.0,,,
FDIV,First Trust Strategic Income ETF,49.0344,83360000.0,,,
FSZ,First Trust Switzerland AlphaDEX Fund,49.9879,242440000.0,,,
FIXD,First Trust TCW Opportunistic Fixed Income ETF,49.21,265730000.0,,,
TUSA,First Trust Total US Market AlphaDEX ETF,34.26,17130000.0,,,
FKU,First Trust United Kingdom AlphaDEX Fund,39.798,11940000.0,,,
RNDV,First Trust US Equity Dividend Select ETF,21.42,4280000.0,,,
FUNC,First United Corporation,20.1,142060000.0,,Finance,Major Banks
FUSB,"First US Bancshares, Inc.",11.35,69090000.0,,Finance,Major Banks
SVVC,"Firsthand Technology Value Fund, Inc.",15.16,110700000.0,,,
FSV,FirstService Corporation,76.16,2630000000.0,,Finance,Real Estate
FISV,"Fiserv, Inc.",74.42,30470000000.0,1986.0,Technology,EDP Services
FIVE,"Five Below, Inc.",98.24,5470000000.0,2012.0,Consumer Services,Department/Specialty Retail Stores
FPRX,"Five Prime Therapeutics, Inc.",16.32,574620000.0,2013.0,Health Care,Major Pharmaceuticals
FVE,Five Star Senior Living Inc.,1.4,70750000.0,,Health Care,Hospital/Nursing Management
FIVN,"Five9, Inc.",35.23,2029999999.0,2014.0,Technology,EDP Services
FLEX,Flex Ltd.,13.79,7290000000.0,1994.0,Technology,Electrical Products
FLKS,"Flex Pharma, Inc.",0.9605,17300000.0,2015.0,Health Care,Major Pharmaceuticals
FLXN,"Flexion Therapeutics, Inc.",25.45,957860000.0,2014.0,Health Care,Major Pharmaceuticals
SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,48.89,58670000.0,,,
LKOR,FlexShares Credit-Scored US Long Corporate Bond Index Fund,49.69,27330000.0,,,
MBSD,FlexShares Disciplined Duration MBS Index Fund,23.06,50730000.0,,,
ASET,FlexShares Real Assets Allocation Index Fund,27.8624,13230000.0,,,
ESGG,FlexShares STOXX Global ESG Impact Index Fund,93.68,74940000.0,,,
ESG,FlexShares STOXX US ESG Impact Index Fund,64.4,25760000.0,,,
QLC,FlexShares US Quality Large Cap Index Fund,33.94,51760000.0,,,
FPAY,"FlexShopper, Inc.",3.17,16780000.0,,Technology,Diversified Commercial Services
FLXS,"Flexsteel Industries, Inc.",39.69,311760000.0,,Consumer Durables,Home Furnishings
FLIR,"FLIR Systems, Inc.",51.6,7080000000.0,1993.0,Capital Goods,Industrial Machinery/Components
FLNT,"Fluent, Inc.",2.55,191830000.0,,Consumer Services,Advertising
FLDM,Fluidigm Corporation,6.04,235050000.0,2011.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments
FFIC,Flushing Financial Corporation,26.67,760680000.0,,Finance,Major Banks
FNBG,FNB Bancorp,37.14,278300000.0,,Finance,Major Banks
FNCB,FNCB Bancorp Inc.,8.7615,146920000.0,,Finance,Major Banks
FOMX,Foamix Pharmaceuticals Ltd.,5.09,206160000.0,2014.0,Consumer Durables,Specialty Chemicals
FONR,Fonar Corporation,27.25,174810000.0,1981.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
FSCT,"ForeScout Technologies, Inc.",35.78,1440000000.0,2017.0,Technology,Computer peripheral equipment
FRSX,Foresight Autonomous Holdings Ltd.,3.28,78540000.0,,Technology,Computer Software: Prepackaged Software
FORM,"FormFactor, Inc.",13.6,993230000.0,2003.0,Technology,Semiconductors
FORTY,Formula Systems (1985) Ltd.,35.2379,519360000.0,,Technology,EDP Services
FORR,"Forrester Research, Inc.",42.95,772410000.0,1996.0,Consumer Services,Diversified Commercial Services
FRTA,"Forterra, Inc.",9.47,608200000.0,2016.0,Capital Goods,Building Materials
FTNT,"Fortinet, Inc.",63.59,10690000000.0,2009.0,Technology,Computer peripheral equipment
FBIO,"Fortress Biotech, Inc.",3.04,160820000.0,,Health Care,Major Pharmaceuticals
FBIOP,"Fortress Biotech, Inc.",20.611,,,Health Care,Major Pharmaceuticals
FTSV,"Forty Seven, Inc.",15.73,471270000.0,2018.0,Health Care,Major Pharmaceuticals
FWRD,Forward Air Corporation,59.48,1750000000.0,,Transportation,Oil Refining/Marketing
FORD,"Forward Industries, Inc.",1.661,15810000.0,,Consumer Non-Durables,Plastic Products
FWP,Forward Pharma A/S,2.77,130699999.0,2014.0,Health Care,Major Pharmaceuticals
FOSL,"Fossil Group, Inc.",26.54,1310000000.0,1993.0,Consumer Non-Durables,Consumer Specialties
FMI,"Foundation Medicine, Inc.",136.65,5070000000.0,2013.0,Health Care,Medical Specialities
FOXF,Fox Factory Holding Corp.,49.0,1850000000.0,2013.0,Consumer Non-Durables,Motor Vehicles
FRAN,Francesca&#39;s Holdings Corporation,7.92,285650000.0,2011.0,Consumer Services,Clothing/Shoe/Accessory Stores
FELE,"Franklin Electric Co., Inc.",45.3,2109999999.0,,Consumer Durables,Metal Fabrications
FRED,"Fred&#39;s, Inc.",2.17,80850000.0,1992.0,Consumer Services,Department/Specialty Retail Stores
RAIL,"Freightcar America, Inc.",16.82,209310000.0,2005.0,Capital Goods,Railroads
FEIM,"Frequency Electronics, Inc.",7.85,68530000.0,,Capital Goods,Electrical Products
FRPT,"Freshpet, Inc.",28.9,1020000000.0,2014.0,Consumer Non-Durables,Packaged Foods
FTEO,"FRONTEO, Inc.",20.3,386000000.0,2013.0,,
FTR,Frontier Communications Corporation,4.99,399890000.0,,Public Utilities,Telecommunications Equipment
FRPH,"FRP Holdings, Inc.",64.7,647950000.0,,Finance,Real Estate
FSBW,"FS Bancorp, Inc.",63.56,234910000.0,2012.0,Finance,Banks
FSBC,"FSB Bancorp, Inc.",17.7499,34460000.0,,Finance,Savings Institutions
FTD,"FTD Companies, Inc.",4.9,136020000.0,,Consumer Services,Other Consumer Services
FTEK,"Fuel Tech, Inc.",0.9892,23910000.0,,Capital Goods,Pollution Control Equipment
FCEL,"FuelCell Energy, Inc.",1.35,116050000.0,,Miscellaneous,Industrial Machinery/Components
FLGT,"Fulgent Genetics, Inc.",4.02,71910000.0,2016.0,Health Care,Medical Specialities
FORK,Fuling Global Inc.,3.25,51290000.0,2015.0,Consumer Non-Durables,Plastic Products
FLL,"Full House Resorts, Inc.",3.3,88820000.0,,Consumer Services,Hotels/Resorts
FULT,Fulton Financial Corporation,16.55,2910000000.0,,Finance,Major Banks
